overall,vote,reviewTime,reviewText,summary
4,0,2014/4/3,"However, when it comes to antennas, size really does matter.  My goal was to put an antenna in my attic safe from the Florida weather and racoons.  Yes, I had a raccoon climbing my antenna pole and getting into my attic from the roof(ugh!).  I am pretty far from tv stations so I ended up sending this antenna back and getting a channel master 4228 antenna with a cm7777 booster.  The latter proved much more powerful and I get a ton of stations including all the main broadcasters.  In a few months when my satellite contract ends this setup will be my big money saving free tv.",For its size it does a great job.
2,0,2018/1/18,"I slipped the headphones over my head, and got ear pain right away. I wear glasses, the headphones pressed my ears against my eye glass arms and hard against my head. That caused pain on my ears and head under eye glass arms.
There is no adjustment for width between ear phones, only up or down. I wear a 7 3/4 hat, not a thin small head. These might be ok for some people but it really hurt my ears,  one ear still hurts hours later.
  Being there is no adjustment for width i can not wear them,  If you have a small or narrow head they may be ok for you.
I had to return.","They will not work for me, too tight over ears causing outside ear pain."
1,3,2012/1/23,Dont buy this for your Sansa Clip player,1327276800
1,0,2018/1/23,"Very disappointed in the product and in their customer support. The TV will sag as it is extended outwards. Mount It's customer service is terrible, NO ONE answers the phone nor emails. I ended up with&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/ECHOGEAR-Full-Motion-Articulating-TV-Wall-Mount-Bracket-for-42-34-80-34-TVs-Easy-To-Install-On-16-34-or-24-34-Studs-Features-Smooth-Articulation-Swivel-Tilt-EGLF2/dp/B073QX1ZMS/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">ECHOGEAR Full Motion Articulating TV Wall Mount Bracket for 42""-80"" TVs - Easy To Install On 16"" or 24"" Studs & Features Smooth Articulation, Swivel, & Tilt - EGLF2</a>&nbsp;which is far more superior then Mount It.",JUNK - poor quality NO customer service
4,0,2016/3/9,Great little device and haven't experienced any issues. I just wished they would have made the USB cable a little thicker. It feels like it can snap off if you accidentally get it caught on something.,Happy overall with purchase.
5,0,2015/5/17,These are great replacement's for the one's that come on the computer. They are the same size in Diameter but a little flatter but they are a good product. I highly recommend them.,Pad's for the Computer
5,0,2009/6/7,Does what I bought it for,1244332800
3,2,2009/3/4,"Nice bag, but..",1236124800
1,0,2016/7/1,no,One Star
4,0,2014/1/10,"A reliable, functional, budget-friendly option",1389312000
5,0,2017/1/11,"Worked great, right out of the box",1484092800
3,0,2009/12/30,If You Don't Need Audio This Is The One,1262131200
3,0,2015/5/24,The bottom extension could be blocked by many tripods except my selfie stick.,The bottom extension could be blocked by many tripods
2,0,2014/12/18,meh...,1418860800
3,0,2016/7/2,Maybe I just had a bad pair.,1467417600
4,0,2015/4/6,battery extension,1428278400
2,0,2014/10/20,Two Stars,1413763200
2,2,2014/12/3,"Overrated and a VERY bad quality power supply. This power supply was built poorly. I saw the PCB and wiring of this power supply from the inside and it was bad. Manufacturer does not have QC control and I do not recommend this as your main power supply. This is rated at 36 amperes but nothing in its component is rated close to that. The 4 power regulator is rated at 6 amperes nominal each X 4 only gives you 24 amperes. The transformer is the biggest problem. It is NOT 36 amperes. The part number claims its 26 amperes but I doubt it. This is 22 amperes transformer at best. I used to build my own transformers and wind them myself so I know this ratings are way off. If you see using this with a load less than 24 amperes, then you're good.",Overrated and VERY bad quality
4,0,2018/4/25,Wonderful love it,Four Stars
1,3,2007/7/3,"This product works fine when it doesn't die. A couple of times a day it loses connection and needs to be reset. After talking to multiple Linksys customer service reps, they finally admitted that this is a common problem that cannot be fixed unless your ISP has the latest firmware. STAY AWAY

Andy: you really think it's defective even though the last one did the same thing?
Maria U. (24652): Yes, it is actually a known issue with the device. Our product engineers are currently working on it and we are consistently looking for a specific fix for it.
Andy: ok well if its a known issue then i'm just going to buy a non linksys one
Maria U. (24652): I do apologize Andy. I do understand your point.",Linksys admitted this product is defective!
2,0,2016/12/20,"I returned these. Got them very cheap in a Cyber Monday deal, and that part was great. However, they were not what I was looking for. Partly due to some possible too-high expectations for such a low price point, and partly due to the fact that these do NOT truly go over your ear, unless you have tiny child ears, maybe. I notice that currently they don't say over-ear anywhere in the listing, but they showed up in a search for over-ear headphones. So I fault that to Amazon I guess.

First issue: over-ear size
The ear cups on these are round, not oval, and they will overlap and press against parts of your ears. I was specifically looking for over-ear headphones to avoid this, as I find on-ear headphones to be less comfortable for long durations and they usually leak more sound. So I was quite disappointed to find that these still smashed my ears, even though they do have quite a bit of padding.

Second issue(s): build feel and quality
These have a lot of metal in them, yes. A lot of people seem to equate that with quality and durable construction, and that might be true in part. But they're extreeemely heavy. I can't imagine that being very good for long term comfort. Also, only the headband is metal. The ear pieces themselves are plastic, and very cheap sounding plastic at that. When taking them out of their travel pouch or just moving them in general, the plastic rattles and clacks loudly against the metal and sounds extremely cheap.
The controls on the outside of the right ear piece are also a problem due to the plastic. When you press any of the buttons (they're all under one plastic piece that presses wherever you push it, like an Apple mouse) with the headphones on your head, it's insanely loud as the clicking sound of the button travels right through the hollow plastic and into your ear.

Third issue: sound quality
I will say my expectations were probably too high for headphones at this price point. They do have a lot of bass which is nice, but the sound is like swimming in mud because of it. And the ""3D sound"" effect sounds terrible.

Even if my expectations were too high, this low cost is not worth it to me. I'd rather spend more money and be pleased with higher quality than spend all my time rationalizing something that sucks by saying, ""Well, it was really cheap though.""","Very heavy, still feel cheap"
3,0,2014/4/29,Video Recording,1398729600
3,0,2015/7/17,Its a cable,1437091200
2,0,2016/2/27,"Holds a charge only as long as you keep using it and charging it.  Let it go completely dead for too long and it's worthless, x2.  I now need a 3rd but I quit.",Holds a charge only as long as you keep using ...
5,0,2014/11/30,Five Stars,1417305600
4,0,2013/11/11,"This Jango speaker provides good sound quality, a variety of connection options, and decent portability. However for every good feature, it leaves something to be desired, falling short of greatness.

First of all the sound quality is good, and does not have any hickups, distortions, and so on. However it also sounds little bit flat. It seems like the speaker is designed more for bass - at least it sound like that for me. I think this is to provide more ""loud"" sound, however at least providing an equalizer would have been good.

The wireless connectivity has been designed with Jango ecosystem in mind. I had good success with both Android and iOS version of the Jango software, and the provided music selection, and radio streams are decent. However that's all about it, and the speaker would not directly become a main output (i.e.: AirPlay). I have some stations that are only on TuneIn, and I would prefer to have them streamed easily.

Fortunately this speaker also has bluetooth connectivity. However it means only one device at a time (so no iPad + my phone selectively), and in my experience there is a noticeable delay in bluetooth streaming.

The third option is the half-implemented DLNA connectivity. I was able to use Windows Media Player on my PC to play some of my content. However there was no option from my Mac at all. (I think there are some third party programs, but I currently do not have them). So this means no output from my MacBook except from bluetooth (remember: one device only on bluetooth).

And of course it's always possible to use a direct line in connection, yet this is obviously very limiting.

Overall, I would have preferred a proper DLNA + AirPlay connectivity. I don't believe the licensing cost would be too much, and given this device aims to be high end, their lack is very noticeable.

If you plan to stay in the Jango ecosystem, or the connection options would be sufficient in your case this is a very good device. For a versatile wireless speaker, you'd find it lacking.","Very good, but not great"
